article,vendor_id,country_key,supply_region
44090,100006,AU,1362
59721,100006,AU,1366
75431,100006,AU,1368
10732,100006,AU,1369
85815,100006,AU,1372
79554,100006,AU,1373
13777,100006,AU,1375
77073,100006,AU,1376
90135,100006,AU,1378
10493,100006,AU,1380
62406,100006,AU,1381
10245,100006,AU,1382
56324,100006,AU,1383
76427,100006,AU,1386
30536,100006,AU,1387
83313,100006,AU,1388
45071,100006,AU,1389
95759,100006,AU,1390
18223,100006,AU,1391
80314,100006,AU,1393
19132,100006,AU,1394
60203,100006,AU,1395
37178,100006,AU,1396
16701,100006,AU,1397
89860,100006,AU,1398
88307,100006,AU,1399
40399,100006,AU,1400
70253,100006,AU,1401
69966,100006,AU,1402
37207,100006,AU,1403
63597,100006,AU,1404
10648,100006,AU,1405
85606,100006,AU,1406
40363,100006,AU,1407
73257,100006,AU,1408
95020,100006,AU,1409
99898,100006,AU,1410
51042,100006,AU,1411
90328,100006,AU,1412
63615,100006,AU,1413
53374,100006,AU,1414
25276,100006,AU,1415
82577,100006,AU,1417
94030,100006,AU,1418
74615,100006,AU,1419
26652,100006,AU,1420
24603,100006,AU,1421
98030,100006,AU,1422
64680,100006,AU,1423
98282,100006,AU,1424
91770,100006,AU,1425
16778,100006,AU,1426
30704,100006,AU,1427
15847,100006,AU,1428
95761,100006,AU,1429
84845,100006,AU,1430
23529,100006,AU,1431
85425,100006,AU,1432
89343,100006,AU,1433
76529,100006,AU,1434
94567,100006,AU,1435
33708,100006,AU,1436
78740,100006,AU,1437
48133,100006,AU,2002
35229,100006,AU,2003
32029,100006,AU,2004
23572,100006,AU,2007
47785,100006,AU,2009
55473,100006,AU,2010
94312,100006,AU,2011
36395,100006,AU,2016
50865,100006,AU,2017
70350,100006,AU,2018
61257,100006,AU,2019
15592,100006,AU,2020
47681,100006,AU,2022
98892,100006,AU,2023
85408,100006,AU,2024
20324,100006,AU,2025
13841,100006,AU,2026
54784,100006,AU,2027
42145,100006,AU,2028
18519,100006,AU,2030
40013,100006,AU,2040
77649,100006,AU,2046
88927,100006,AU,2048
53997,100006,AU,2052
85928,100006,AU,2053
61861,100006,AU,2054
31009,100006,AU,2056
64757,100006,AU,2058
98571,100006,AU,2061
99823,100006,AU,2062
38001,100006,AU,2064
75176,100006,AU,2065
70272,100006,AU,2066
96430,100006,AU,2067
33460,100006,AU,2068
75454,100006,AU,2069
93328,100006,AU,2070
87683,100006,AU,2071
99622,100006,AU,2072
94376,100006,AU,2073
75567,100006,AU,2074
73213,100006,AU,2075
91449,100006,AU,2077
40721,100006,AU,2078
82105,100006,AU,2079
86607,100006,AU,2080
91929,100006,AU,2081
68451,100006,AU,2082
43825,100006,AU,2083
43005,100006,AU,2084
27083,100006,AU,2085
31197,100006,AU,2086
11848,100006,AU,2087
57999,100006,AU,2090
65574,100006,AU,2091
99505,100006,AU,2092
56065,100006,AU,2093
27142,100006,AU,2094
66713,100006,AU,2095
71741,100006,AU,2096
95067,100006,AU,2097
94462,100006,AU,2098
10752,100006,AU,2099
84400,100006,AU,2100
37516,100006,AU,2101
41720,100006,AU,2102
69115,100006,AU,2103
77566,100006,AU,2105
33288,100006,AU,2106
95119,100006,AU,2107
47732,100006,AU,2108
92460,100006,AU,2109
68547,100006,AU,2110
41099,100006,AU,2111
64722,100006,AU,2112
35303,100006,AU,2113
35265,100006,AU,2114
79333,100006,AU,2115
20677,100006,AU,2116
14716,100006,AU,2117
61754,100006,AU,2118
27802,100006,AU,2119
54133,100006,AU,2120
19387,100006,AU,2121
92055,100006,AU,2122
16320,100006,AU,2123
71007,100006,AU,2124
91179,100006,AU,2125
60902,100006,AU,2126
33104,100006,AU,2127
49500,100006,AU,2128
26390,100006,AU,2129
18459,100006,AU,2131
98263,100006,AU,2132
16176,100006,AU,2133
41202,100006,AU,2134
78050,100006,AU,2135
37300,100006,AU,2136
25129,100006,AU,2137
66904,100006,AU,2138
85119,100006,AU,2141
65203,100006,AU,2142
33695,100006,AU,2143
14809,100006,AU,2144
45121,100006,AU,2145
94180,100006,AU,2146
45089,100006,AU,2147
59264,100006,AU,2148
17115,100006,AU,2149
40920,100006,AU,2150
96116,100006,AU,2151
53638,100006,AU,2152
60466,100006,AU,2153
33440,100006,AU,2154
28860,100006,AU,2155
89416,100006,AU,2156
57653,100006,AU,2157
11347,100006,AU,2158
69224,100006,AU,2159
98929,100006,AU,2160
40100,100006,AU,2161
81025,100006,AU,2162
16829,100006,AU,2164
58647,100006,AU,2165
78429,100006,AU,2166
70413,100006,AU,2167
60358,100006,AU,2168
45988,100006,AU,2169
98773,100006,AU,2170
61048,100006,AU,2171
43303,100006,AU,2172
64334,100006,AU,2173
53436,100006,AU,2174
32808,100006,AU,2175
71184,100006,AU,2176
14018,100006,AU,2177
77843,100006,AU,2178
62420,100006,AU,2179
96700,100006,AU,2180
43911,100006,AU,2181
38549,100006,AU,2182
61263,100006,AU,2183
23080,100006,AU,2185
34838,100006,AU,2187
41048,100006,AU,2188
69735,100006,AU,2189
39659,100006,AU,2190
38475,100006,AU,2191
47215,100006,AU,2192
72443,100006,AU,2193
77255,100006,AU,2194
18735,100006,AU,2195
37334,100006,AU,2197
21026,100006,AU,2201
85431,100006,AU,2203
79651,100006,AU,2204
39152,100006,AU,2205
80856,100006,AU,2208
71749,100006,AU,2209
57765,100006,AU,2210
67490,100006,AU,2211
50615,100006,AU,2212
45380,100006,AU,2213
78482,100006,AU,2214
27078,100006,AU,2215
91059,100006,AU,2216
34157,100006,AU,2217
95258,100006,AU,2219
79618,100006,AU,2220
10191,100006,AU,2221
59272,100006,AU,2222
56188,100006,AU,2223
15569,100006,AU,2224
87649,100006,AU,2225
84171,100006,AU,2226
89088,100006,AU,2228
47908,100006,AU,2229
84475,100006,AU,2230
53309,100006,AU,2231
61286,100006,AU,2232
77495,100006,AU,2234
51663,100006,AU,2235
59116,100006,AU,2236
67646,100006,AU,2237
88569,100006,AU,2238
13392,100006,AU,2239
14569,100006,AU,2240
33765,100006,AU,2241
32597,100006,AU,2242
61110,100006,AU,2243
86583,100006,AU,2244
76961,100006,AU,2245
99257,100006,AU,2246
54828,100006,AU,2247
97302,100006,AU,2248
41630,100006,AU,2249
10541,100006,AU,2250
96963,100006,AU,2252
32087,100006,AU,2253
40594,100006,AU,2254
82983,100006,AU,2255
36001,100006,AU,2256
98790,100006,AU,2257
82791,100006,AU,2258
46993,100006,AU,2259
69186,100006,AU,2260
89611,100006,AU,2261
45215,100006,AU,2262
72539,100006,AU,2263
42883,100006,AU,2264
62668,100006,AU,2265
30983,100006,AU,2266
16715,100006,AU,2267
31545,100006,AU,2268
58028,100006,AU,2269
82900,100006,AU,2270
62225,100006,AU,2272
46174,100006,AU,2273
69240,100006,AU,2274
66302,100006,AU,2275
81560,100006,AU,2277
25175,100006,AU,2278
88723,100006,AU,2279
41852,100006,AU,2280
52756,100006,AU,2281
39258,100006,AU,2282
38043,100006,AU,2283
50726,100006,AU,2285
29984,100006,AU,2286
14608,100006,AU,2287
21438,100006,AU,2288
77682,100006,AU,2289
25387,100006,AU,2290
15575,100006,AU,2291
87158,100006,AU,2292
51966,100006,AU,2293
70903,100006,AU,2294
58003,100006,AU,2295
94192,100006,AU,2296
47760,100006,AU,2300
29353,100006,AU,2301
24508,100006,AU,2302
13194,100006,AU,2303
89059,100006,AU,2304
13316,100006,AU,2305
78844,100006,AU,2307
26430,100006,AU,2308
73680,100006,AU,2309
36311,100006,AU,2311
70994,100006,AU,2312
75682,100006,AU,2313
78287,100006,AU,2314
47210,100006,AU,2316
91031,100006,AU,2317
13582,100006,AU,2318
13198,100006,AU,2319
49068,100006,AU,2320
95084,100006,AU,2321
94010,100006,AU,2322
62462,100006,AU,2323
70657,100006,AU,2324
28507,100006,AU,2325
55543,100006,AU,2326
97971,100006,AU,2327
24011,100006,AU,2328
77450,100006,AU,2329
85746,100006,AU,2330
45962,100006,AU,2331
42179,100006,AU,2332
53592,100006,AU,2333
19916,100006,AU,2334
66119,100006,AU,2335
77847,100006,AU,2336
56187,100006,AU,2338
45006,100006,AU,2343
91752,100006,AU,2344
23310,100006,AU,2346
39788,100006,AU,2347
40811,100006,AU,2348
30693,100006,AU,2350
76927,100006,AU,2352
82413,100006,AU,2354
13914,100006,AU,2356
36519,100006,AU,2357
20515,100006,AU,2359
83294,100006,AU,2361
41117,100006,AU,2362
47116,100006,AU,2363
77828,100006,AU,2364
30577,100006,AU,2367
93127,100006,AU,2368
74248,100006,AU,2369
54405,100006,AU,2371
75977,100006,AU,2372
83982,100006,AU,2373
79387,100006,AU,2374
81856,100006,AU,2375
63116,100006,AU,2376
79909,100006,AU,2377
38198,100006,AU,2378
98858,100006,AU,2379
15450,100006,AU,2382
84324,100006,AU,2383
99251,100006,AU,3001
11345,100006,AU,3002
31162,100006,AU,3003
38764,100006,AU,3004
92178,100006,AU,3005
34159,100006,AU,3006
56585,100006,AU,3007
36478,100006,AU,3008
42469,100006,AU,3009
31808,100006,AU,3010
46456,100006,AU,3011
62397,100006,AU,3012
54580,100006,AU,3013
27489,100006,AU,3014
29691,100006,AU,3015
83326,100006,AU,3016
88656,100006,AU,3018
33473,100006,AU,3019
17822,100006,AU,3020
79111,100006,AU,3021
49391,100006,AU,3022
99305,100006,AU,3025
63198,100006,AU,3026
55650,100006,AU,3027
47263,100006,AU,3028
42589,100006,AU,3030
74266,100006,AU,3031
82173,100006,AU,3032
64435,100006,AU,3034
28868,100006,AU,3035
73962,100006,AU,3036
21509,100006,AU,3037
16579,100006,AU,3039
89408,100006,AU,3040
12315,100006,AU,3041
29646,100006,AU,3043
93171,100006,AU,3045
53918,100006,AU,3047
70483,100006,AU,3048
90323,100006,AU,3051
86511,100006,AU,3054
20315,100006,AU,3055
87874,100006,AU,3057
23799,100006,AU,3058
59677,100006,AU,3059
30092,100006,AU,3061
95075,100006,AU,3062
14324,100006,AU,3065
53162,100006,AU,3068
45567,100006,AU,3070
53580,100006,AU,3071
78909,100006,AU,3072
77910,100006,AU,3073
36683,100006,AU,3074
61476,100006,AU,3075
68999,100006,AU,3077
90070,100006,AU,3078
27819,100006,AU,3079
28328,100006,AU,3080
87048,100006,AU,3081
97787,100006,AU,3082
35661,100006,AU,3084
66622,100006,AU,3085
39972,100006,AU,3086
40867,100006,AU,3087
19718,100006,AU,3088
93040,100006,AU,3089
82668,100006,AU,3090
80823,100006,AU,3091
77736,100006,AU,3092
65082,100006,AU,3093
81430,100006,AU,3094
45237,100006,AU,3095
58331,100006,AU,4000
34950,100006,AU,4002
11518,100006,AU,4008
80500,100006,AU,4016
12049,100006,AU,4020
18645,100006,AU,4022
17583,100006,AU,4026
10051,100006,AU,4027
73302,100006,AU,4028
10986,100006,AU,4034
80491,100006,AU,4036
34097,100006,AU,4037
24777,100006,AU,4039
27551,100006,AU,4040
33048,100006,AU,4041
69007,100006,AU,4042
63002,100006,AU,4043
49741,100006,AU,4044
49007,100006,AU,4045
98332,100006,AU,4046
41891,100006,AU,4047
82073,100006,AU,4048
77228,100006,AU,4049
87900,100006,AU,4050
15043,100006,AU,4051
38573,100006,AU,4052
12748,100006,AU,4053
60961,100006,AU,4054
35813,100006,AU,4055
11339,100006,AU,4057
78557,100006,AU,4058
54540,100006,AU,4059
54400,100006,AU,4060
45642,100006,AU,4061
89910,100006,AU,4062
17879,100006,AU,4064
38278,100006,AU,4065
41384,100006,AU,4066
28765,100006,AU,4067
17094,100006,AU,4068
22879,100006,AU,4069
49457,100006,AU,4070
71629,100006,AU,4071
80586,100006,AU,4072
75385,100006,AU,4073
76156,100006,AU,4074
53212,100006,AU,4075
19617,100006,AU,4076
55215,100006,AU,4077
11503,100006,AU,4078
47791,100006,AU,4079
40091,100006,AU,4080
63543,100006,AU,4081
74131,100006,AU,4082
58448,100006,AU,4083
91049,100006,AU,4084
83367,100006,AU,4085
74229,100006,AU,4086
55029,100006,AU,4087
12079,100006,AU,4088
37377,100006,AU,4089
13249,100006,AU,4090
89302,100006,AU,4091
65321,100006,AU,4092
19125,100006,AU,4093
76352,100006,AU,4094
39598,100006,AU,4095
99192,100006,AU,4096
38948,100006,AU,4097
69258,100006,AU,4098
94452,100006,AU,4099
85048,100006,AU,4100
53256,100006,AU,4101
69466,100006,AU,4102
32553,100006,AU,4103
51738,100006,AU,4104
22449,100006,AU,4105
70107,100006,AU,4106
59809,100006,AU,4107
12789,100006,AU,4108
67929,100006,AU,4109
79598,100006,AU,4110
74900,100006,AU,4111
77157,100006,AU,4112
83448,100006,AU,4113
48607,100006,AU,4114
50761,100006,AU,4115
61564,100006,AU,4116
52989,100006,AU,4117
81359,100006,AU,4118
75276,100006,AU,4119
88083,100006,AU,4120
65794,100006,AU,4121
25115,100006,AU,4122
49960,100006,AU,4123
58602,100006,AU,4124
48548,100006,AU,4125
67857,100006,AU,4126
49943,100006,AU,4128
43739,100006,AU,4129
31645,100006,AU,4131
42393,100006,AU,4133
27005,100006,AU,4134
98338,100006,AU,4135
24974,100006,AU,4136
89661,100006,AU,4137
59801,100006,AU,4138
63076,100006,AU,4139
71527,100006,AU,4140
69554,100006,AU,4141
71459,100006,AU,4142
37973,100006,AU,4143
94348,100006,AU,4144
69744,100006,AU,4145
46914,100006,AU,4146
82249,100006,AU,4147
44097,100006,AU,4148
82705,100006,AU,4149
59496,100006,AU,4150
67093,100006,AU,4151
38509,100006,AU,4152
81630,100006,AU,4153
42108,100006,AU,4154
84436,100006,AU,4155
86452,100006,AU,4156
46551,100006,AU,4157
17980,100006,AU,4163
40567,100006,AU,4164
18032,100006,AU,4166
41649,100006,AU,4169
60506,100006,AU,4170
44489,100006,AU,4172
15791,100006,AU,4173
48581,100006,AU,4174
77271,100006,AU,4177
27943,100006,AU,4180
89557,100006,AU,4182
87791,100006,AU,4183
41380,100006,AU,4184
26266,100006,AU,4185
91622,100006,AU,4186
11919,100006,AU,4187
83409,100006,AU,4189
18203,100006,AU,4191
80668,100006,AU,4194
29660,100006,AU,4195
16961,100006,AU,4196
57638,100006,AU,4197
28592,100006,AU,4198
40012,100006,AU,4200
64257,100006,AU,4202
38664,100006,AU,4203
53538,100006,AU,4205
85796,100006,AU,4207
36121,100006,AU,4208
60643,100006,AU,4209
37117,100006,AU,4210
27908,100006,AU,4211
55085,100006,AU,4212
23643,100006,AU,4213
55049,100006,AU,4215
63896,100006,AU,4216
22285,100006,AU,4217
77028,100006,AU,4218
13196,100006,AU,4219
92475,100006,AU,4220
73594,100006,AU,4221
16511,100006,AU,4222
72488,100006,AU,4223
17443,100006,AU,4225
87637,100006,AU,4226
10246,100006,AU,4227
98991,100006,AU,4228
76849,100006,AU,4229
17284,100006,AU,4230
33967,100006,AU,4231
55042,100006,AU,4232
29950,100006,AU,4233
93951,100006,AU,4235
12863,100006,AU,4237
50004,100006,AU,4238
81590,100006,AU,4239
44882,100006,AU,4240
19911,100006,AU,4241
97651,100006,AU,4242
11643,100006,AU,4243
81488,100006,AU,4245
12623,100006,AU,4246
83359,100006,AU,4247
60604,100006,AU,4248
42047,100006,AU,4249
72188,100006,AU,4250
28558,100006,AU,4251
46181,100006,AU,4252
93534,100006,AU,4253
87581,100006,AU,4254
17453,100006,AU,4256
88349,100006,AU,4257
88506,100006,AU,4258
63710,100006,AU,4259
36456,100006,AU,4260
28657,100006,AU,4261
24263,100006,AU,4262
18158,100006,AU,4263
91157,100006,AU,4264
57247,100006,AU,4265
62471,100006,AU,4266
70452,100006,AU,4267
68713,100006,AU,4269
47527,100006,AU,4270
53652,100006,AU,4271
21443,100006,AU,4273
20564,100006,AU,4274
30111,100006,AU,4275
23609,100006,AU,4278
11310,100006,AU,4279
14371,100006,AU,4280
29937,100006,AU,4282
78971,100006,AU,4283
73958,100006,AU,4284
40344,100006,AU,4285
43187,100006,AU,4286
63723,100006,AU,4288
62895,100006,AU,4289
48205,100006,AU,4290
66780,100006,AU,4291
59210,100006,AU,4292
26458,100006,AU,4293
30657,100006,AU,4296
99712,100006,AU,4297
71563,100006,AU,4298
31616,100006,AU,4299
20480,100006,AU,4300
42744,100006,AU,4301
49092,100006,AU,4302
93072,100006,AU,4303
17000,100006,AU,4304
35342,100006,AU,4305
24854,100006,AU,4306
96379,100006,AU,4308
31361,100006,AU,4309
13537,100006,AU,4310
82007,100006,AU,4311
19111,100006,AU,4312
88694,100006,AU,4313
94041,100006,AU,4314
51004,100006,AU,4315
29076,100006,AU,4316
22616,100006,AU,4317
14183,100006,AU,4318
31402,100006,AU,4319
97403,100006,AU,4320
60113,100006,AU,4321
11332,100006,AU,4322
63455,100006,AU,4323
46642,100006,AU,4324
42194,100006,AU,4325
41960,100006,AU,4326
50551,100006,AU,4327
35920,100006,AU,4328
16197,100006,AU,4329
69621,100006,AU,4330
68164,100006,AU,4331
77089,100006,AU,4332
65041,100006,AU,4333
18895,100006,AU,4334
31659,100006,AU,4335
42170,100006,AU,4336
45657,100006,AU,4337
31329,100006,AU,4338
14673,100006,AU,4339
33026,100006,AU,4340
69006,100006,AU,4341
66128,100006,AU,8101
18350,100006,AU,8201
96099,100006,AU,8401
54169,100044,AU,1001
47445,100044,AU,1002
66461,100044,AU,1003
70967,100044,AU,1004
97723,100044,AU,1005
12154,100044,AU,1006
70600,100044,AU,1007
32248,100044,AU,1008
21186,100044,AU,1009
83793,100044,AU,1010
50434,100044,AU,1012
88996,100044,AU,1014
70511,100044,AU,1016
56834,100044,AU,1017
61628,100044,AU,1019
88270,100044,AU,1020
97768,100044,AU,1021
49949,100044,AU,1022
40827,100044,AU,1023
20081,100044,AU,1026
23291,100044,AU,1027
26782,100044,AU,1029
29003,100044,AU,1031
49167,100044,AU,1033
46461,100044,AU,1036
98019,100044,AU,1040
97943,100044,AU,1042
31793,100044,AU,1045
45837,100044,AU,1046
96637,100044,AU,1047
11901,100044,AU,1051
29655,100044,AU,1053
32550,100044,AU,1056
15514,100044,AU,1057
36686,100044,AU,1058
90682,100044,AU,1059
13922,100044,AU,1060
35982,100044,AU,1061
15129,100044,AU,1062
19136,100044,AU,1063
70184,100044,AU,1064
81431,100044,AU,1065
31470,100044,AU,1066
21889,100044,AU,1067
94573,100044,AU,1068
42210,100044,AU,1069
50515,100044,AU,1070
45707,100044,AU,1071
47031,100044,AU,1072
62568,100044,AU,1073
59598,100044,AU,1076
66075,100044,AU,1078
84472,100044,AU,1079
29952,100044,AU,1081
45813,100044,AU,1082
74802,100044,AU,1083
86251,100044,AU,1084
15679,100044,AU,1085
70503,100044,AU,1087
32149,100044,AU,1088
67243,100044,AU,1089
23918,100044,AU,1090
89473,100044,AU,1092
29527,100044,AU,1093
56741,100044,AU,1094
66024,100044,AU,1095
43575,100044,AU,1096
41381,100044,AU,1115
45654,100044,AU,1119
37021,100044,AU,1120
83559,100044,AU,1121
73493,100044,AU,1122
81486,100044,AU,1123
65481,100044,AU,1124
73446,100044,AU,1125
34971,100044,AU,1126
18558,100044,AU,1127
24350,100044,AU,1128
60262,100044,AU,1129
14599,100044,AU,1130
73691,100044,AU,1131
67553,100044,AU,1132
68137,100044,AU,1133
84255,100044,AU,1134
97756,100044,AU,1135
79295,100044,AU,1136
73641,100044,AU,1137
31244,100044,AU,1138
30429,100044,AU,1139
68340,100044,AU,1140
59426,100044,AU,1141
18218,100044,AU,1142
26026,100044,AU,1143
84040,100044,AU,1144
98508,100044,AU,1145
54957,100044,AU,1146
75463,100044,AU,1147
12358,100044,AU,1148
62472,100044,AU,1149
15494,100044,AU,1150
58881,100044,AU,1151
22203,100044,AU,1152
96598,100044,AU,1153
60227,100044,AU,1154
67586,100044,AU,1155
71687,100044,AU,1156
23452,100044,AU,1157
92195,100044,AU,1158
20244,100044,AU,1159
51546,100044,AU,1160
20239,100044,AU,1161
42958,100044,AU,1162
71303,100044,AU,1163
16363,100044,AU,1164
40458,100044,AU,1165
21047,100044,AU,1166
45573,100044,AU,1167
74068,100044,AU,1168
80283,100044,AU,1169
97322,100044,AU,1170
75161,100044,AU,1172
85017,100044,AU,1173
54293,100044,AU,1174
13574,100044,AU,1175
74734,100044,AU,1176
99619,100044,AU,1177
79377,100044,AU,1178
90368,100044,AU,1179
41560,100044,AU,1180
62544,100044,AU,1181
45159,100044,AU,1182
56565,100044,AU,1183
75228,100044,AU,1184
21397,100044,AU,1185
33718,100044,AU,1186
39995,100044,AU,1187
75093,100044,AU,1188
10631,100044,AU,1189
20196,100044,AU,1191
84208,100044,AU,1192
77896,100044,AU,1193
68032,100044,AU,1194
84336,100044,AU,1195
48739,100044,AU,1196
45096,100044,AU,1197
82573,100044,AU,1198
74207,100044,AU,1199
99246,100044,AU,1200
53831,100044,AU,1201
41943,100044,AU,1202
65546,100044,AU,1203
67543,100044,AU,1204
60319,100044,AU,1205
65081,100044,AU,1207
11418,100044,AU,1208
16839,100044,AU,1209
74037,100044,AU,1210
48276,100044,AU,1211
77392,100044,AU,1213
71805,100044,AU,1214
91482,100044,AU,1215
17617,100044,AU,1216
55658,100044,AU,1218
93334,100044,AU,1219
46251,100044,AU,1220
84047,100044,AU,1221
73774,100044,AU,1222
20944,100044,AU,1223
37460,100044,AU,1224
52413,100044,AU,1225
